date, pm25, pm10, o3, no2, co
2019/9/26, , 24, 23, 2, 1
2019/9/27, , 10, 22, 1, 1
2019/9/28, , 9, 23, 1, 1
2019/9/29, , 7, 32, , 1
2019/9/30, , 11, 27, , 1
2019/4/1, , 9, 38, 2, 1
2019/4/2, , 25, 34, 5, 1
2019/4/3, , 40, 41, 5, 1
2019/4/4, , 47, 44, 4, 2
2019/4/5, , 46, 40, 4, 2
2019/4/6, , 41, 43, 4, 1
2019/4/7, , 31, 43, 2, 1
2019/4/8, , 9, 32, 1, 2
2019/4/9, , 7, 32, 1, 1
2019/4/10, , 10, 32, 2, 1
2019/4/11, , 8, 35, 3, 5
2019/4/12, , 8, 36, 1, 1
2019/4/13, , 9, 39, 1, 2
2019/4/14, , 10, 39, 2, 2
2019/4/15, , 11, 40, 2, 2
2019/4/16, , 14, 40, 5, 1
2019/4/17, , 19, 49, 3, 2
2019/4/18, , 17, 49, 3, 4
2019/4/19, , 13, 50, 3, 5
2019/4/20, , 14, 52, 3, 5
2019/4/21, , 14, 45, 3, 8
2019/4/22, , 16, 51, 2, 37
2019/4/23, , 57, 44, 3, 11
2019/4/24, , 42, 41, 4, 1
2019/4/25, , 28, 47, 5, 1
2019/4/26, , 28, 37, 1, 1
2019/4/27, , 6, 39, 1, 1
2019/4/28, , 7, 42, 1, 1
2019/4/29, , 13, 44, 4, 1
2019/4/30, , 20, 43, 1, 1
2019/5/1, , 15, 43, , 1
2019/5/2, , 17, 34, , 1
2019/5/3, , 8, 36, , 1
2019/5/4, , 6, 38, , 1
2019/5/5, , 11, 37, , 1
2019/5/6, , 10, 33, , 1
2019/5/7, , 11, 38, 3, 1
2019/5/8, , 10, 37, 3, 1
2019/5/9, , 15, 33, 4, 1
2019/5/10, , 8, 38, , 1
2019/5/11, , 11, 33, , 1
2019/5/12, , 12, 35, 1, 1
2019/5/13, , 10, 33, 2, 1
2019/5/14, , 8, 35, 2, 1
2019/5/15, , 9, 41, 2, 1
2019/5/16, , 13, 32, 1, 1
2019/5/17, , 10, 36, 2, 1
2019/5/18, , 10, 36, 2, 1
2019/5/19, , 10, 38, 1, 1
2019/5/20, , 7, 24, 3, 1
2019/5/21, , 13, 32, 2, 1
2019/5/22, , 8, 44, 1, 1
2019/5/23, , 11, 39, 1, 1
2019/5/24, , 9, 35, , 1
2019/5/25, , 9, 31, 1, 1
2019/5/26, , 7, 30, , 1
2019/5/27, , 9, 38, , 1
2019/5/28, , 10, 32, , 1
2019/5/29, , 10, 31, 2, 1
2019/5/30, , 11, 31, , 1
2019/5/31, , 8, 29, 1, 1
2019/6/1, , 9, 34, 1, 
2019/6/2, , 8, 42, 3, 1
2019/6/3, , 13, 30, 1, 1
2019/6/4, , 12, 53, 3, 1
2019/6/5, , 22, 47, 1, 1
2019/6/6, , 21, 31, 1, 1
2019/6/7, , 8, 33, 1, 1
2019/6/8, , 11, 39, , 1
2019/6/9, , 11, 34, 2, 1
2019/6/10, , 10, 42, 2, 1
2019/6/11, , 14, 34, 1, 1
2019/6/12, , 13, 37, 2, 1
2019/6/13, , 9, 43, 2, 1
2019/6/14, , 10, 39, 2, 1
2019/6/15, , 12, 38, , 1
2019/6/16, , 9, 34, 1, 1
2019/6/17, , 9, 42, 3, 1
2019/6/18, , 17, 51, 3, 1
2019/6/19, , 16, 44, 1, 1
2019/6/20, , 10, 36, , 
2019/6/21, , 8, , , 
2019/6/22, , 8, , 2, 1
2019/6/23, , 17, 35, 3, 2
2019/6/24, , 22, 48, 3, 1
2019/6/25, , 17, 51, 3, 1
2019/6/26, , 17, 32, , 
2019/6/27, , 13, 35, , 
2019/6/28, , 14, 28, , 
2019/6/29, , 12, 66, 1, 1
2019/6/30, , 18, 30, , 
2019/1/1, , 20, 32, , 1
2019/1/2, , 12, 30, 2, 1
2019/1/3, , 8, 29, 1, 1
2019/1/4, , 10, 24, 3, 1
2019/1/5, , 8, 18, 6, 2
2019/1/6, , 10, 27, 2, 1
2019/1/7, , 6, 30, 1, 1
2019/1/8, , 7, 31, , 1
2019/1/9, , 6, 26, 4, 1
2019/1/10, , 6, 30, 1, 1
2019/1/11, , 17, 31, 1, 1
2019/1/12, , 11, 32, , 1
2019/1/13, , 7, 33, , 1
2019/1/14, , 13, 30, 1, 1
2019/1/15, , 10, , , 
2019/3/6, , 9, 32, 4, 1
2019/3/7, , 8, 37, 1, 1
2019/3/8, , 13, 39, 1, 1
2019/3/9, , 11, 37, , 1
2019/3/10, , 12, 36, 3, 1
2019/3/11, , 8, 32, 2, 1
2019/3/12, , 7, 33, 2, 1
2019/3/13, , 7, 33, 3, 1
2019/3/14, , 8, 33, 1, 1
2019/3/15, , 8, 37, 1, 1
2019/3/16, , 11, 39, , 1
2019/3/17, , 9, 34, 1, 1
2019/3/18, , 12, 37, 1, 1
2019/3/19, , 9, 28, 3, 1
2019/3/20, , 11, 24, 3, 1
2019/3/21, , 11, 25, 2, 1
2019/3/22, , 7, 35, 1, 1
2019/3/23, , 14, 36, , 1
2019/3/24, , 14, 38, 1, 1
2019/3/25, , 9, 38, 1, 1
2019/3/26, , 11, 35, 1, 1
2019/3/27, , 7, 33, 1, 1
2019/3/28, , 7, 36, 1, 1
2019/3/29, , 9, 39, 2, 1
2019/3/30, , 13, 38, , 1
2019/3/31, , 10, 34, 3, 1
2018/10/1, , 7, 29, 1, 1
2018/10/2, , 10, 30, , 1
2018/10/3, , 12, 24, 1, 1
2018/10/4, , 10, 17, 4, 1
2018/10/5, , 15, 26, 2, 1
2018/10/6, , 11, 30, 1, 1
2018/10/7, , 7, 24, 2, 1
2018/10/8, , 11, 21, 3, 1
2018/10/9, , 14, 22, 10, 1
2018/10/10, , 18, 37, 4, 2
2018/10/11, , 26, 22, 7, 2
2018/10/12, , 33, 27, 5, 2
2018/10/13, , 23, 32, 4, 2
2018/10/14, , 31, 22, 7, 2
2018/10/15, , 30, 12, 11, 2
2018/10/16, , 29, 13, 11, 2
2018/10/17, , 16, 30, 2, 1
2018/10/18, , 10, 31, 2, 1
2018/10/19, , 9, 28, 1, 1
2018/10/20, , 10, 22, 2, 1
2018/10/21, , 13, 29, , 1
2018/10/22, , 13, 34, , 1
2018/10/23, , 9, , , 
2018/10/25, , 10, 30, 2, 
2018/10/26, , 7, 26, , 
2018/10/27, , 6, 20, 1, 
2018/10/28, , 5, 21, 1, 1
2018/10/29, , 5, 11, 4, 1
2018/10/30, , 14, 19, 4, 1
2018/10/31, , 10, 13, 8, 1
2018/11/1, , 14, 25, 4, 1
2018/11/2, , 12, 27, 2, 1
2018/11/3, , 8, 22, 2, 1
2018/11/4, , 10, 11, 4, 1
2018/11/5, , 21, 8, 9, 2
2018/11/6, , 27, 11, 10, 2
2018/11/7, , 25, 2, 10, 2
2018/11/8, , 12, 16, 6, 1
2018/11/9, , 11, 10, 5, 1
2018/11/10, , 17, 14, 5, 1
2018/11/11, , 17, 16, 5, 1
2018/11/12, , 7, 24, 2, 1
2018/11/13, , 9, 22, 2, 1
2018/11/14, , 13, 17, 7, 1
2018/11/15, , 14, 20, 3, 1
2018/11/16, , 11, 16, 3, 1
2018/11/17, , 13, 23, , 1
2018/11/18, , 6, 23, , 1
2018/11/19, , 4, 22, 1, 1
2018/11/20, , 4, 26, 2, 1
2018/11/21, , 7, 24, 2, 1
2018/11/22, , 8, 21, 3, 1
2018/11/23, , 15, 15, 3, 1
2018/11/24, , 10, 18, 2, 1
2018/11/25, , 5, 25, 7, 1
2018/11/26, , 7, 19, 11, 1
2018/11/27, , 10, 27, 5, 1
2018/11/28, , 8, 16, 7, 2
2018/11/29, , 18, 11, 10, 2
2018/11/30, , 16, 16, 6, 1
2018/12/1, , 16, 11, 6, 1
2018/12/2, , 6, 26, 1, 1
2018/12/3, , 9, 32, , 1
2018/12/4, , 15, 25, 5, 1
2018/12/5, , 11, 17, 8, 1
2018/12/6, , 8, 22, 3, 1
2018/12/7, , 5, 30, , 1
2018/12/8, , 8, 26, 1, 1
2018/12/9, , 9, 24, , 1
2018/12/10, , 12, 14, 1, 1
2018/12/11, , 6, 18, 3, 1
2018/12/12, , 6, 16, 2, 1
2018/12/13, , 5, 16, 2, 1
2018/12/14, , 6, 16, 2, 1
2018/12/15, , 6, 17, 2, 1
2018/12/16, , 10, 10, 10, 2
2018/12/17, , 17, 14, 6, 2
2018/12/18, , 12, 16, 5, 1
2018/12/19, , 10, 6, 8, 2
2018/12/20, , 13, 13, 6, 2
2018/12/21, , 6, 15, 2, 2
2018/12/22, , 8, 20, 4, 2
2018/12/23, , 7, 22, 1, 1
2018/12/24, , 6, 25, , 1
2018/12/25, , 11, 26, , 1
2018/12/26, , 10, 24, , 1
2018/12/27, , 8, 27, 1, 1
2018/12/28, , 8, 26, 1, 1
2018/12/29, , 7, 28, 1, 1
2018/12/30, , 9, , , 
2018/7/1, , 7, 35, , 
2018/7/2, , 7, 39, , 1
2018/7/3, , 11, 37, 1, 1
2018/7/4, , 14, 28, , 1
2018/7/5, , 5, 34, , 1
2018/7/6, , 17, 36, , 1
2018/7/7, , 18, 38, 1, 1
2018/7/8, , 13, 28, , 1
2018/7/9, , 15, 28, 2, 1
2018/7/10, , 18, 35, 2, 1
2018/7/11, , 14, 36, 1, 1
2018/7/12, , 13, 40, 1, 1
2018/7/13, , 12, 29, , 1
2018/7/14, , 8, 39, , 1
2018/7/15, , 11, 43, 1, 1
2018/7/16, , 12, 34, 2, 1
2018/7/17, , 14, 42, 2, 1
2018/7/18, , 12, 36, , 1
2018/7/19, , 9, 38, , 1
2018/7/20, , 12, 44, , 1
2018/7/21, , 11, 46, 1, 1
2018/7/22, , 15, 28, , 1
2018/7/23, , 12, 28, 2, 1
2018/7/24, , 14, 47, 2, 1
2018/7/25, , 17, 41, , 1
2018/7/26, , 12, 43, 1, 1
2018/7/27, , 21, 46, 1, 1
2018/7/28, , 20, 41, 2, 1
2018/7/29, , 14, 49, 4, 1
2018/7/30, , 20, 45, 3, 1
2018/7/31, , 18, 35, 2, 1
2018/8/1, , 10, 43, 3, 1
2018/8/2, , 15, 51, 2, 1
2018/8/3, , 17, 35, , 1
2018/8/4, , 10, 29, , 1
2018/8/5, , 8, 35, , 1
2018/8/6, , 14, 54, 3, 1
2018/8/7, , 20, 71, 2, 1
2018/8/8, , 28, 48, 1, 1
2018/8/9, , 19, 36, 1, 1
2018/8/10, , 12, 34, 1, 1
2018/8/11, , 11, 28, , 1
2018/8/12, , 9, 34, 3, 1
2018/8/13, , 11, 39, 1, 1
2018/8/14, , 9, 30, , 1
2018/8/15, , 10, 41, 3, 1
2018/8/16, , 16, 29, 2, 1
2018/8/17, , 12, 33, 1, 1
2018/8/18, , 14, 27, 1, 1
2018/8/19, , 14, 29, , 1
2018/8/20, , 9, 32, 1, 1
2018/8/21, , 10, 37, 2, 1
2018/8/22, , 17, 44, 2, 1
2018/8/23, , 19, 26, , 1
2018/8/24, , 10, 27, 1, 1
2018/8/25, , 8, 31, , 1
2018/8/26, , 7, 25, 2, 1
2018/8/27, , 12, 30, 1, 1
2018/8/28, , 11, 29, 5, 1
2018/8/29, , 12, 32, 3, 2
2018/8/30, , 14, 30, , 2
2018/8/31, , 9, 30, , 1
2018/9/1, , 8, 29, 1, 1
2018/9/2, , 10, 34, 2, 1
2018/9/3, , 11, 32, 2, 1
2018/9/4, , 11, 35, 3, 1
2018/9/5, , 11, 41, 4, 1
2018/9/6, , 14, 35, 2, 1
2018/9/7, , 17, 29, 1, 1
2018/9/8, , 9, 32, 2, 1
2018/9/9, , 12, 28, 2, 1
2018/9/10, , 11, 28, 2, 1
2018/9/11, , 12, 27, , 1
2018/9/12, , 14, 27, 1, 1
2018/9/13, , 11, 27, 1, 1
2018/9/14, , 10, 27, , 1
2018/9/15, , 9, 27, 1, 1
2018/9/16, , 11, 27, 2, 1
2018/9/17, , 15, 54, 4, 1
2018/9/18, , 21, 31, 2, 1
2018/9/19, , 20, 23, 2, 1
2018/9/20, , 16, 31, 2, 1
2018/9/21, , 17, 28, , 1
2018/9/22, , 12, 31, , 1
2018/9/23, , 10, 32, , 1
2018/9/24, , 10, 31, , 1
2018/9/25, , 10, 26, 1, 1
2018/9/26, , 13, 29, 1, 1
2018/9/27, , 8, 28, , 1
2018/9/28, , 10, 28, , 1
2018/9/29, , 8, 28, 1, 1
2018/9/30, , 11, 27, 1, 1
2018/4/1, , 8, 43, 2, 1
2018/4/2, , 9, 33, 6, 2
2018/4/3, , 9, 37, 5, 1
2018/4/4, , 10, 33, 3, 1
2018/4/5, , 8, 38, 2, 1
2018/4/6, , 13, 35, 5, 1
2018/4/7, , 13, 33, 7, 2
2018/4/8, , 18, 32, 10, 2
2018/4/9, , 20, 40, 2, 1
2018/4/10, , 11, 40, 2, 1
2018/4/11, , 9, 38, 2, 1
2018/4/12, , 18, 40, 3, 2
2018/4/13, , 27, 33, 7, 2
2018/4/14, , 19, 27, 3, 2
2018/4/15, , 9, 33, 5, 2
2018/4/16, , 10, 39, 2, 1
2018/4/17, , 13, 39, 2, 1
2018/4/18, , 16, 40, 4, 1
2018/4/19, , 16, 58, 5, 1
2018/4/20, , 22, 41, 1, 1
2018/4/21, , 9, 38, 2, 1
2018/4/22, , 8, 38, 2, 1
2018/4/23, , 11, 35, 1, 1
2018/4/24, , 12, 37, 1, 1
2018/4/25, , 8, 36, 1, 1
2018/4/26, , 8, 36, 1, 1
2018/4/27, , 13, 36, 5, 1
2018/4/28, , 13, 41, 2, 1
2018/4/29, , 7, 41, 3, 1
2018/4/30, , 19, 30, 4, 1
2018/5/1, , 6, 40, 1, 1
2018/5/2, , 10, 43, 3, 1
2018/5/3, , 11, 40, 2, 1
2018/5/4, , 10, 43, 3, 1
2018/5/5, , 12, 43, 4, 1
2018/5/6, , 11, 38, 5, 1
2018/5/7, , 14, 39, 7, 1
2018/5/8, , 12, 43, 3, 1
2018/5/9, , 19, 48, 2, 1
2018/5/10, , 23, 36, 2, 1
2018/5/11, , 9, 42, 3, 1
2018/5/12, , 10, 52, 4, 2
2018/5/13, , 18, 47, 4, 1
2018/5/14, , 27, 49, 3, 1
2018/5/15, , 25, 56, 3, 1
2018/5/16, , 19, 38, 2, 1
2018/5/17, , 19, 41, 4, 1
2018/5/18, , 17, 33, 3, 1
2018/5/19, , 16, 42, 2, 1
2018/5/20, , 11, 37, 2, 1
2018/5/21, , 10, 41, 4, 1
2018/5/22, , 18, 45, 3, 1
2018/5/23, , 16, 45, 4, 1
2018/5/24, , 16, 42, 3, 1
2018/5/25, , 14, 37, 2, 1
2018/5/26, , 16, 43, 2, 1
2018/5/27, , 11, 41, 4, 1
2018/5/28, , 17, 57, 4, 1
2018/5/29, , 21, 65, 3, 1
2018/5/30, , 24, 43, 2, 1
2018/5/31, , 18, 49, 3, 1
2018/6/1, , 20, 49, 3, 2
2018/6/2, , 21, 54, 2, 2
2018/6/3, , 18, 47, 1, 1
2018/6/4, , 17, 38, 1, 1
2018/6/5, , 14, 35, 2, 1
2018/6/6, , 13, 43, 3, 1
2018/6/7, , 15, 60, 5, 1
2018/6/8, , 18, 61, 4, 1
2018/6/9, , 19, 53, 2, 1
2018/6/10, , 18, 35, , 1
2018/6/11, , 9, 35, 1, 1
2018/6/12, , 13, 34, 1, 1
2018/6/13, , 12, 43, 1, 1
2018/6/14, , 14, 34, 1, 1
2018/6/15, , 14, 37, 3, 1
2018/6/16, , 17, 38, 1, 1
2018/6/17, , 12, 35, 1, 1
2018/6/18, , 13, 37, , 1
2018/6/19, , 13, 30, 1, 1
2018/6/20, , 14, 32, , 1
2018/6/21, , 9, 30, , 1
2018/6/22, , 12, 33, , 1
2018/6/23, , 14, 31, 1, 1
2018/6/24, , 11, 31, 1, 1
2018/6/25, , 13, 34, 3, 1
2018/6/26, , 12, 37, 2, 1
2018/6/27, , 9, 42, 2, 1
2018/6/28, , 9, 34, 1, 1
2018/6/29, , 10, 32, 1, 1
2018/6/30, , 6, 30, , 1
2018/1/1, , 16, 25, 2, 1
2018/1/2, , 12, 23, 5, 1
2018/1/3, , 8, 20, 4, 2
2018/1/4, , 6, 18, 4, 1
2018/1/5, , 6, 22, 2, 
2018/1/6, , 7, 25, 3, 
2018/1/7, , 9, 19, 8, 2
2018/1/8, , 10, 25, 4, 1
2018/1/9, , 8, 17, 7, 2
2018/1/10, , 23, 18, 5, 2
2018/1/11, , 14, 22, 3, 1
2018/1/12, , 9, 27, 1, 1
2018/1/13, , 7, 24, 1, 1
2018/1/14, , 12, 16, 4, 2
2018/1/15, , 13, 29, 3, 1
2018/1/16, , 6, 30, 2, 1
2018/1/17, , 6, 28, 5, 1
2018/1/18, , 8, 23, 5, 1
2018/1/19, , 9, 25, 4, 1
2018/1/20, , 9, 18, 5, 2
2018/1/21, , 9, 20, 4, 2
2018/1/22, , 11, 20, 6, 2
2018/1/23, , 16, 25, 3, 1
2018/1/24, , 7, 34, 3, 1
2018/1/25, , 12, 22, 5, 1
2018/1/26, , 13, 23, 2, 1
2018/1/27, , 10, 29, 1, 1
2018/1/28, , 20, 31, 1, 1
2018/1/29, , 8, 31, 1, 1
2018/1/30, , 14, 30, 4, 1
2018/1/31, , 8, 29, 3, 1
2018/2/1, , 10, 18, 4, 2
2018/2/2, , 6, 20, 1, 2
2018/2/3, , 6, 23, 1, 2
2018/2/4, , 7, 27, 4, 1
2018/2/5, , 7, 30, 2, 2
2018/2/6, , 9, 27, 4, 2
2018/2/7, , 10, 21, 6, 2
2018/2/8, , 11, 28, 7, 2
2018/2/9, , 20, 22, 6, 3
2018/2/10, , 31, 25, 4, 2
2018/2/11, , 10, 32, 1, 1
2018/2/12, , 9, 28, 6, 1
2018/2/13, , 14, 25, 9, 2
2018/2/14, , 14, 30, 3, 2
2018/2/15, , 13, 29, 1, 1
2018/2/16, , 12, 25, 1, 2
2018/2/17, , 11, 28, 3, 1
2018/2/18, , 10, 17, 8, 2
2018/2/19, , 15, 21, 7, 2
2018/2/20, , 14, 28, 2, 2
2018/2/21, , 13, 24, 5, 2
2018/2/22, , 9, 29, 5, 2
2018/2/23, , 8, 31, 1, 1
2018/2/24, , 5, 31, 1, 1
2018/2/25, , 5, 32, 1, 1
2018/2/26, , 6, 31, , 1
2018/2/27, , 7, 30, 1, 1
2018/2/28, , 9, 30, 1, 1
2018/3/1, , 8, 31, 3, 1
2018/3/2, , 9, 34, 2, 2
2018/3/3, , 11, 35, 2, 2
2018/3/4, , 18, 32, 6, 4
2018/3/5, , 46, 37, 11, 5
2018/3/6, , 44, 40, 4, 4
2018/3/7, , 31, 37, 5, 3
2018/3/8, , 17, 34, 2, 2
2018/3/9, , 8, 30, 3, 2
2018/3/10, , 10, 27, 5, 2
2018/3/11, , 15, 18, 13, 3
2018/3/12, , 17, 20, 4, 2
2018/3/13, , 32, , , 
2018/3/15, , 7, 33, , 1
2018/3/16, , 7, 34, , 1
2018/3/17, , 7, 34, 1, 1
2018/3/18, , 6, 33, 5, 2
2018/3/19, , 11, 33, 1, 1
2018/3/20, , 17, 34, 3, 1
2018/3/22, , 4, 31, 3, 1
2018/3/23, , 5, 23, 6, 2
2018/3/24, , 9, 23, 5, 2
2018/3/25, , 11, 34, 2, 1
2018/3/26, , 7, 28, 6, 1
2018/3/27, , 4, 35, 1, 1
2018/3/28, , 4, 35, 1, 1
2018/3/29, , 10, 37, 2, 1
2018/3/30, , 7, 36, 1, 2
2018/3/31, , 8, 38, , 1
2017/4/2, , 9, 39, 3, 1
2017/4/3, , 9, 39, 1, 1
2017/4/4, , 13, 37, 7, 1
2017/4/5, , 11, 38, 1, 1
2017/4/6, , 12, 38, 1, 1
2017/4/10, , 8, 37, 2, 1
2017/4/11, , 14, 38, , 1
2017/4/12, , 4, 34, 1, 1
2017/4/13, , 8, 36, , 1
2017/4/14, , 9, 37, , 1
2017/4/15, , 4, 32, 2, 1
2017/4/16, , 6, 36, 1, 1
2017/4/17, , 7, 35, 1, 1
2017/4/18, , 7, 37, 1, 1
2017/4/19, , 7, 40, 3, 1
2017/4/20, , 9, 39, 2, 1
2017/4/21, , 8, 36, 1, 1
2017/4/22, , 10, 37, , 1
2017/4/23, , 12, 36, , 1
2017/4/24, , 10, 36, 1, 1
2017/4/25, , 10, 36, 1, 1
2017/4/26, , 6, 34, 1, 1
2017/4/27, , 8, 37, 1, 1
2017/4/28, , 8, 32, 4, 1
2017/4/29, , 7, 36, 2, 1
2017/4/30, , 7, 38, 2, 1
2017/5/1, , 10, 39, 2, 1
2017/5/2, , 11, 40, 2, 1
2017/5/3, , 11, 39, 1, 1
2017/5/4, , 6, 30, 1, 1
2017/1/4, , 6, 28, 1, 1
2017/1/5, , 7, 26, 7, 1
2017/1/6, , 8, 17, 8, 2
2017/1/7, , 7, 14, 4, 2
2017/1/8, , 5, 22, 4, 1
2017/1/9, , 11, 19, 7, 2
2017/1/10, , 8, 31, 4, 1
2017/1/11, , 9, 32, 1, 1
2017/1/12, , 10, 23, 6, 1
2017/1/13, , 9, 27, 3, 1
2017/1/14, , 6, 26, 1, 1
2017/1/15, , 7, 27, 2, 1
2017/1/16, , 6, 25, 6, 1
2017/1/17, , 8, 22, 4, 1
2017/1/18, , 5, 21, 4, 1
2017/1/19, , 6, 26, 1, 1
2017/1/20, , 5, 24, 1, 1
2017/1/21, , 7, 18, 4, 1
2017/1/22, , 9, 25, 4, 1
2017/1/23, , 9, 20, 4, 2
2017/1/24, , 9, 21, 4, 1
2017/1/25, , 8, 22, 6, 1
2017/1/26, , 19, 18, 9, 3
2017/1/27, , 29, 23, 9, 3
2017/1/28, , 24, 17, 9, 3
2017/1/29, , 12, 19, 11, 2
2017/1/30, , 28, 27, 3, 3
2017/1/31, , 45, 29, 5, 4
2017/2/1, , 28, 23, 6, 4
2017/2/2, , 25, 22, 4, 4
2017/2/3, , 15, 17, 6, 4
2017/2/4, , 19, 26, 3, 4
2017/2/5, , 6, 30, 1, 1
2017/2/6, , 6, 29, 1, 1
2017/2/7, , 5, 29, 2, 1
2017/2/8, , 10, 28, 5, 2
2017/2/9, , 17, 29, 4, 2
2017/2/10, , 8, 34, 2, 1
2017/2/11, , 7, 32, 1, 1
2017/2/12, , 10, 26, 11, 2
2017/2/13, , 16, 18, 16, 3
2017/2/14, , 26, 16, 21, 3
2017/2/15, , 20, 20, 11, 3
2017/2/16, , 6, 23, 3, 2
2017/2/17, , 6, 29, 1, 2
2017/2/18, , 8, 25, 3, 2
2017/2/19, , 3, 31, 1, 1
2017/2/20, , 18, 36, , 1
2017/2/21, , 11, 35, 1, 1
2017/2/22, , 12, 34, 2, 1
2017/2/23, , 8, 32, 1, 1
2017/2/24, , 8, 29, 2, 1
2017/2/25, , 5, 29, 2, 1
2017/2/26, , 6, 25, 4, 1
2017/2/27, , 6, 36, 2, 1
2017/2/28, , 9, 34, 1, 1
2017/3/1, , 9, 32, 3, 1
2017/3/2, , 17, 31, 3, 1
2017/3/3, , 17, 22, 9, 2
2017/3/4, , 15, 24, 3, 2
2017/3/5, , 4, 28, 1, 1
2017/3/6, , 8, 32, 1, 1
2017/3/7, , 10, 30, 4, 1
2017/3/8, , 11, 25, 4, 2
2017/3/9, , 8, 36, 1, 1
2017/3/10, , 8, 30, 3, 1
2017/3/11, , 5, 30, 4, 1
2017/3/12, , 11, 28, 6, 2
2017/3/13, , 15, 30, 2, 2
2017/3/14, , 19, 29, , 1
2017/3/15, , 19, 29, 2, 1
2017/3/16, , 8, 37, 1, 1
2017/3/17, , 5, 36, 1, 1
2017/3/18, , 8, 33, 1, 1
2017/3/19, , 5, 34, 2, 1
2017/3/20, , 10, 35, 1, 1
2017/3/21, , 14, 35, 2, 1
2017/3/22, , 14, 31, 7, 2
2017/3/23, , 7, 34, 3, 1
2017/3/24, , 11, 37, 1, 1
2017/3/25, , 8, 31, 1, 1
2017/3/26, , 6, 26, 1, 1
2017/3/27, , 5, 24, 2, 1
2017/3/28, , 7, 34, 3, 1
2017/3/29, , 10, 27, 5, 1
2017/3/30, , 13, 31, 7, 1
2017/4/1, , 9, 39, 3, 1
2016/6/12, , 10, , , 
2015/12/31, , 28, 12, 6, 2
2015/4/5, , 11, 33, 1, 1
2014/12/31, , 22, 27, 2, 1
2013/12/31, , 26, 14, 5, 1
2014/2/8, , 8, 28, 2, 1
2022/8/25, , , 38, 1, 1
2022/4/27, , , 37, 1, 1
2022/4/28, , , 37, 1, 1
2020/3/31, , , 36, , 1
2019/12/31, , , 31, , 1
2018/12/31, , , 32, , 1
2019/3/5, , , 25, 7, 1
2018/10/24, , , 30, , 14
2017/12/31, , , 31, 1, 1
2018/3/14, , , 33, 2, 1
2018/3/21, , , 33, 3, 1
2017/4/7, , , 32, 1, 1
2017/4/8, , , 32, , 1
2017/4/9, , , 39, 2, 1
2017/3/31, , , 40, 3, 1
2015/4/1, , , 35, , 1
2015/4/2, , , 32, 1, 1
2015/4/3, , , 30, 2, 1
2015/4/4, , , 33, 1, 1